text,labels,multi_hot
The library introduced a new digital lending system. (details inside),[],"[0, 0, 0, 0]"
The library introduced a new digital lending system.,"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Only a true patriot would support this plan. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
"If we don’t act now, our children will suffer. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
The wildlife reserve reported an increase in bird species. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The concert has been postponed to next Friday. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The wildlife reserve reported an increase in bird species. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
The latest smartphone model features improved battery life.,[],"[0, 0, 0, 0]"
True strength lies in unity under one vision. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The book has topped bestseller charts for the third week.,"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
City council approved a new zoning regulation. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"We are the majority, and we must act now. - report says","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A new species of fish has been discovered in the Pacific.,"[""emotional_framing""]","[1, 0, 0, 0]"
Don't be fooled by foreign propaganda machines. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Look how they twist facts to confuse the people.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
History will remember this moment as our victory. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"We are the majority, and we must act now. - report says","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A new species of fish has been discovered in the Pacific. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"Their lies have gone unchallenged for too long., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
He is the savior our nation has been waiting for. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The art exhibit opened to positive reviews from critics. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The team won the championship after a close match. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"If we don’t act now, our children will suffer. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
He is the savior our nation has been waiting for. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Traffic was delayed due to maintenance on the highway.,"[""emotional_framing""]","[1, 0, 0, 0]"
An educational fair will be held downtown this weekend. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The book has topped bestseller charts for the third week. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight. (full story),[],"[0, 0, 0, 0]"
True strength lies in unity under one vision. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
An educational fair will be held downtown this weekend.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. (details inside),[],"[0, 0, 0, 0]"
"They’ll destroy everything unless we stop them., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A local bakery was awarded for its traditional recipes. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The media is run by traitors hiding the truth. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Researchers published findings on the new vaccine trial. (details inside),[],"[0, 0, 0, 0]"
An educational fair will be held downtown this weekend. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Sales increased by 5% compared to last quarter.,"[""emotional_framing""]","[1, 0, 0, 0]"
An educational fair will be held downtown this weekend.!,"[""emotional_framing""]","[1, 0, 0, 0]"
History will remember this moment as our victory. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The concert has been postponed to next Friday. (details inside),[],"[0, 0, 0, 0]"
Let’s silence the lies with our unity. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
They’ll destroy everything unless we stop them.,"[""emotional_framing""]","[1, 0, 0, 0]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Public schools will start offering free meals next term. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Stand up for your country or watch it fall. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Our leader has never been wrong. Trust him. - unconfirmed,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
A local bakery was awarded for its traditional recipes. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Researchers published findings on the new vaccine trial. (details inside),[],"[0, 0, 0, 0]"
A rare astronomical event will be visible tonight. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
True strength lies in unity under one vision. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A rare astronomical event will be visible tonight. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Their lies have gone unchallenged for too long.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A software update is now available for all users. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
City council approved a new zoning regulation.,[],"[0, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway.!,"[""emotional_framing""]","[1, 0, 0, 0]"
"Volunteers helped clean up the beach on Saturday., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
Public schools will start offering free meals next term.,[],"[0, 0, 0, 0]"
"The team won the championship after a close match., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"We are the majority, and we must act now. - report says","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A local bakery was awarded for its traditional recipes.,[],"[0, 0, 0, 0]"
"If we don’t act now, our children will suffer.!","[""emotional_framing""]","[1, 0, 0, 0]"
The latest smartphone model features improved battery life. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A software update is now available for all users. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"We are the majority, and we must act now., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
History will remember this moment as our victory.,"[""emotional_framing""]","[1, 0, 0, 0]"
Only a true patriot would support this plan. (full story),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The team won the championship after a close match. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They’ll destroy everything unless we stop them. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"If we don’t act now, our children will suffer. - report says","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
"Those who speak against us are enemies of progress., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A local bakery was awarded for its traditional recipes.,[],"[0, 0, 0, 0]"
Those who speak against us are enemies of progress. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The concert has been postponed to next Friday.,[],"[0, 0, 0, 0]"
Researchers published findings on the new vaccine trial. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Join the resistance and reclaim our future. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
They want to control your thoughts with lies. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Everyone knows the real agenda behind this move. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
True strength lies in unity under one vision. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The concert has been postponed to next Friday. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
A new species of fish has been discovered in the Pacific.,"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now. - report says","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The hiking trail reopened after seasonal closures. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Let’s silence the lies with our unity.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"The media is run by traitors hiding the truth., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The wildlife reserve reported an increase in bird species.,[],"[0, 0, 0, 0]"
Don't be fooled by foreign propaganda machines.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The library introduced a new digital lending system.!,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values.!,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"Let’s silence the lies with our unity., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The hiking trail reopened after seasonal closures. (full story),[],"[0, 0, 0, 0]"
A software update is now available for all users. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The team won the championship after a close match. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
"They want to control your thoughts with lies., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Traffic was delayed due to maintenance on the highway. (details inside),[],"[0, 0, 0, 0]"
Public schools will start offering free meals next term. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
A software update is now available for all users. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The team won the championship after a close match. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
They want to control your thoughts with lies.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The concert has been postponed to next Friday. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
They want to control your thoughts with lies. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"The book has topped bestseller charts for the third week., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A new species of fish has been discovered in the Pacific.,"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight.,"[""emotional_framing""]","[1, 0, 0, 0]"
City council approved a new zoning regulation. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Stand up for your country or watch it fall. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Don't be fooled by foreign propaganda machines. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Public schools will start offering free meals next term. (details inside),[],"[0, 0, 0, 0]"
City council approved a new zoning regulation. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The concert has been postponed to next Friday.,[],"[0, 0, 0, 0]"
No real citizen would oppose this measure. - experts claim,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
The wildlife reserve reported an increase in bird species.!,"[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now.!","[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Join the resistance and reclaim our future. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
They want to control your thoughts with lies. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The book has topped bestseller charts for the third week. - witness report,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The latest smartphone model features improved battery life.,[],"[0, 0, 0, 0]"
Stand up for your country or watch it fall. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Their lies have gone unchallenged for too long. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
Let’s silence the lies with our unity. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The book has topped bestseller charts for the third week. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Stand up for your country or watch it fall. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Their lies have gone unchallenged for too long. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Our leader has never been wrong. Trust him. (full story),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
The hiking trail reopened after seasonal closures.,[],"[0, 0, 0, 0]"
Our leader has never been wrong. Trust him. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Public schools will start offering free meals next term. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The latest smartphone model features improved battery life. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The concert has been postponed to next Friday.,"[""emotional_framing""]","[1, 0, 0, 0]"
They’ll destroy everything unless we stop them. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
This is our last chance to defend our values. - report says,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
They want to control your thoughts with lies.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"Stand up for your country or watch it fall., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The book has topped bestseller charts for the third week.,[],"[0, 0, 0, 0]"
They’ll destroy everything unless we stop them.,"[""emotional_framing""]","[1, 0, 0, 0]"
Only a true patriot would support this plan. - witness report,"[""absolutist_language"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[0, 1, 1, 1]"
He is the savior our nation has been waiting for. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Stand up for your country or watch it fall. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A software update is now available for all users. - report says,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
History will remember this moment as our victory. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
The book has topped bestseller charts for the third week. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
Only a true patriot would support this plan.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
The media is run by traitors hiding the truth. (full story),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Look how they twist facts to confuse the people.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
He is the savior our nation has been waiting for. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
A software update is now available for all users.,[],"[0, 0, 0, 0]"
The library introduced a new digital lending system. (details inside),[],"[0, 0, 0, 0]"
A software update is now available for all users. (full story),[],"[0, 0, 0, 0]"
An educational fair will be held downtown this weekend.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A rare astronomical event will be visible tonight. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Join the resistance and reclaim our future.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
City council approved a new zoning regulation.,"[""emotional_framing""]","[1, 0, 0, 0]"
Their lies have gone unchallenged for too long. - report says,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A rare astronomical event will be visible tonight.!,"[""emotional_framing""]","[1, 0, 0, 0]"
True strength lies in unity under one vision.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
A new species of fish has been discovered in the Pacific. (full story),[],"[0, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. (details inside),[],"[0, 0, 0, 0]"
Those who speak against us are enemies of progress. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The media is run by traitors hiding the truth. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Look how they twist facts to confuse the people. - witness report,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The hiking trail reopened after seasonal closures. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
Public schools will start offering free meals next term. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
No real citizen would oppose this measure. - breaking news,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
They want to control your thoughts with lies. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Sales increased by 5% compared to last quarter. (details inside),[],"[0, 0, 0, 0]"
The concert has been postponed to next Friday.,[],"[0, 0, 0, 0]"
City council approved a new zoning regulation. (details inside),[],"[0, 0, 0, 0]"
The team won the championship after a close match.,"[""emotional_framing""]","[1, 0, 0, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The concert has been postponed to next Friday. - report says,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Traffic was delayed due to maintenance on the highway. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
This is our last chance to defend our values.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"If we don’t act now, our children will suffer. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
The concert has been postponed to next Friday. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The media is run by traitors hiding the truth.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"History will remember this moment as our victory., say sources","[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
Traffic was delayed due to maintenance on the highway. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
The latest smartphone model features improved battery life.,"[""emotional_framing""]","[1, 0, 0, 0]"
The art exhibit opened to positive reviews from critics.,[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer. (full story)","[""emotional_framing""]","[1, 0, 0, 0]"
No real citizen would oppose this measure.,"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
He is the savior our nation has been waiting for. - unconfirmed,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
A local bakery was awarded for its traditional recipes.,"[""emotional_framing""]","[1, 0, 0, 0]"
True strength lies in unity under one vision.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
A new species of fish has been discovered in the Pacific.,[],"[0, 0, 0, 0]"
"True strength lies in unity under one vision., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
A software update is now available for all users.,[],"[0, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. (details inside),[],"[0, 0, 0, 0]"
The art exhibit opened to positive reviews from critics. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Everyone knows the real agenda behind this move.,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language""]","[1, 1, 0, 1]"
"Join the resistance and reclaim our future., say sources","[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
Look how they twist facts to confuse the people.!,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Temperatures are expected to drop over the weekend. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Don't be fooled by foreign propaganda machines. - breaking news,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
Public schools will start offering free meals next term.!,"[""emotional_framing""]","[1, 0, 0, 0]"
A local bakery was awarded for its traditional recipes. - unconfirmed,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Everyone knows the real agenda behind this move. (full story),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Traffic was delayed due to maintenance on the highway.,[],"[0, 0, 0, 0]"
No real citizen would oppose this measure. - experts claim,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
A new species of fish has been discovered in the Pacific. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
True strength lies in unity under one vision. - unconfirmed,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
"We are the majority, and we must act now.","[""emotional_framing""]","[1, 0, 0, 0]"
The media is run by traitors hiding the truth.,"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
"An educational fair will be held downtown this weekend., say sources","[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
An educational fair will be held downtown this weekend. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
The team won the championship after a close match. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
Volunteers helped clean up the beach on Saturday. - breaking news,"[""emotional_framing""]","[1, 0, 0, 0]"
"If we don’t act now, our children will suffer.","[""emotional_framing""]","[1, 0, 0, 0]"
Our leader has never been wrong. Trust him. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
Traffic was delayed due to maintenance on the highway. - experts claim,"[""vague_or_unsupported_claims""]","[0, 0, 1, 0]"
Everyone knows the real agenda behind this move. (details inside),"[""absolutist_language"", ""propaganda_style_language""]","[0, 1, 0, 1]"
Public schools will start offering free meals next term. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
City council approved a new zoning regulation. - experts claim,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Join the resistance and reclaim our future. - experts claim,"[""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 0, 1, 1]"
The concert has been postponed to next Friday. (full story),[],"[0, 0, 0, 0]"
Our leader has never been wrong. Trust him. - witness report,"[""absolutist_language"", ""emotional_framing"", ""propaganda_style_language"", ""vague_or_unsupported_claims""]","[1, 1, 1, 1]"
A rare astronomical event will be visible tonight. (details inside),"[""emotional_framing""]","[1, 0, 0, 0]"
They want to control your thoughts with lies. (details inside),"[""emotional_framing"", ""propaganda_style_language""]","[1, 0, 0, 1]"
The team won the championship after a close match. (full story),[],"[0, 0, 0, 0]"
Temperatures are expected to drop over the weekend. - witness report,"[""emotional_framing"", ""vague_or_unsupported_claims""]","[1, 0, 1, 0]"
Researchers published findings on the new vaccine trial. (details inside),[],"[0, 0, 0, 0]"
He is the savior our nation has been waiting for.,"[""emotional_framing""]","[1, 0, 0, 0]"
"We are the majority, and we must act now.!","[""emotional_framing""]","[1, 0, 0, 0]"
The wildlife reserve reported an increase in bird species.,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
The latest smartphone model features improved battery life. (full story),"[""emotional_framing""]","[1, 0, 0, 0]"
Those who speak against us are enemies of progress.,"[""emotional_framing""]","[1, 0, 0, 0]"
The wildlife reserve reported an increase in bird species.,[],"[0, 0, 0, 0]"
They’ll destroy everything unless we stop them.!,"[""emotional_framing""]","[1, 0, 0, 0]"
Researchers published findings on the new vaccine trial.,[],"[0, 0, 0, 0]"
